Q101	Q102	HAGE	Q103	Q106	Q107	Q108	Q109	Q201	Q202	Q203	Q204	Q205	Q205_98_OTHER	Q205B	Q205C	Q206	Q207	Q207_98_OTHER	Q207B	Q207C	Q208	Q209	Q209A	HGROUP	Q301_1	Q301B	Q302_1	Q302_2	Q302_3	Q302_4	Q302_5	Q302_6	Q302_7	Q302_8	Q302_9	Q302_10	Q302_11	Q303	Q304	Q305	Q305DK_99	HQ305	Q401_3	Q401_2	Q401_1	Q401DK_98	Q402	Q403N_1	Q403N_2	Q403N_3	Q403N_4	Q403N_5	Q403N_6	Q403N_7	Q404	Q405	Q406	Q406A	Q407	Q601	Q602_1	Q602_2	Q602_3	Q602_4	Q602_5	Q602_6	Q602_7	Q602_8	Q602_9	Q602_10	Q602_11	Q602_12	Q602_13	Q1106B1	Q1106B2_1	Q1106B2_2	Q1106B2_3	Q1106B2_4	Q1106B2_5	Q1106B2_6	Q1106B2_7	Q1106B2_8	HQ700_1	HQ700_2	HQ700_3	HQ700_4	HQ700_5	HQ700_6	HQ700_7	HQ700_8	HXNEW1_10	HXNEW1_20	HXNEW1_30	HXNEW1_40	HXNEW2_10	HXNEW2_20	HXNEW2_30	HXNEW2_40	HXNEWORDER_1	HXNEWORDER_2	Q701X1A	Q701X1	Q703X1	Q704X1	Q701X2A	Q701X2	Q703X2	Q704X2	Q701X3A	Q701X3	Q703X3	Q704X3	Q701X4A	Q701X4	Q703X4	Q704X4	Q701X5	Q703X5	Q704X5	Q701X6A	Q701X6	Q703X6	Q704X6	Q701X7A	Q701X7	Q703X7	Q704X7	Q701X8	Q703X8	Q704X8	HQ700ORDER_1	HQ700ORDER_2	Q1101	Q1101_98_OTHER	Q1102	Q1103	Q1104	Q1105	Q1106	Q1107	Q1101F	Q1102F	Q1103F	Q1104F	Q1105F	Q1106F	HXADITIONALTIME_1	HXADITIONALTIME_2	HXADITIONALTIME_3	HXADITIONALTIME_4	HXADITIONALTIME_5	HXADITIONALTIME_6	HXADITIONALTIME_7	HXADITIONALTIME_8	HFROMTIME_1	HTOTIME_1	HTOTIME_2	HTOTIME_3	HTOTIME_4	HTOTIME_5	HTOTIME_6	HTOTIME_7	HTOTIME_8	LOIM	HXNEW1_5	HXNEW2_5	HXNEW1_50	HXNEW1_60	HXNEW2_50	HXNEW2_60	BIDS	ORIGSVYLANG	CENSUSRGN	ID
2	1956	5	1	4	2	1	2	7	 	2	 	1	 	2	90	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	4	0	0	0	0	0	0	0	0	0	0	1	5	2	10	0	 	2	11	 	0	2	 	 	 	 	 	 	 	4	2	1	2	1	25	3	4	5	2	3	5	3	2	4	3	3	3	3	6	 	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	40	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	2	1	1	2	 	 	 	 	 	 	 	5	6	 	 	 	 	 	 	 	 	1	2	0	 	7	3	 	 	 	 	40	40	 	 	30	 	 	 	 	70	70	 	 	14.19	0	0	0	0	0	0	1	0	2	2615
2	1969	4	1	4	2	2	4	7	 	2	 	2	 	2	85	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	3	0	0	0	1	0	0	0	0	0	0	0	2	2	40	0	 	2	2	1	0	2	 	 	 	 	 	 	 	2	2	1	3	1	55	6	7	6	5	4	4	6	6	4	3	6	7	7	8	 	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	40	60	2	2	1	2	 	 	 	 	 	 	 	 	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	1	3	1	0	9	5	60	 	 	40	 	 	 	 	30	90	 	 	70	 	 	 	 	14.7	0	0	0	0	0	1	1	0	3	2616
2	1990	2	1	4	1	1	1	7	 	2	 	1	 	1	70	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	2	4	0	1	0	1	0	0	0	0	0	0	0	6	2	20	0	 	 	 	2	0	2	 	 	 	 	 	 	 	2	5	2	 	1	75	6	8	5	7	5	5	7	7	7	7	8	8	6	3	 	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	50	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	5	2	2	1	3	 	 	 	 	 	 	 	5	6	 	 	 	 	 	 	 	 	1	2	1	1	9	5	 	 	 	 	50	30	 	 	30	 	 	 	 	80	60	 	 	10.66	0	0	1	0	0	0	1	0	9	2617
1	1980	3	1	4	2	1	3	7	 	2	 	2	 	2	91	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	3	4	1	0	1	0	0	0	0	0	0	0	0	6	2	5	0	 	 	5	 	0	2	 	 	 	 	 	 	 	3	4	2	 	1	40	6	6	7	6	7	7	5	7	6	8	7	8	6	2	 	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	30	60	 	 	 	 	2	1	1	4	 	 	 	 	 	 	 	 	 	 	 	2	1	1	3	 	 	 	 	 	 	 	6	2	 	 	 	 	 	 	 	 	3	1	1	12	1	5	 	60	 	 	 	30	 	 	30	 	90	 	 	 	60	 	 	10.92	0	0	0	0	0	1	1	0	5	2618
2	1982	3	1	4	2	1	4	7	 	2	 	2	 	2	89	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	5	3	1	1	1	0	0	0	0	0	0	0	0	4	2	15	0	 	 	2	 	0	2	 	 	 	 	 	 	 	3	5	2	 	2	90	7	10	10	8	7	8	9	7	8	10	9	9	9	6	 	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	40	 	 	 	 	2	1	3	2	 	 	 	 	 	 	 	 	 	 	 	2	2	1	4	 	 	 	 	 	 	 	6	2	 	 	 	 	 	 	 	 	1	2	4	3	1	5	 	40	 	 	 	5	 	 	30	 	70	 	 	 	35	 	 	9.38	1	0	0	0	0	0	1	0	7	2619
2	1955	5	1	6	2	1	2	7	 	2	 	1	 	2	83	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	5	0	1	0	0	0	1	0	0	0	0	1	4	2	30	1	1	 	8	2	0	2	 	 	 	 	 	 	 	1	2	1	1	2	70	8	9	9	9	9	9	9	9	9	8	8	8	9	5	 	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	30	30	 	 	 	 	2	1	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	2	8	2	 	 	 	 	 	 	 	 	1	3	0	 	1	4	 	30	 	 	 	 	 	30	30	 	60	 	 	 	 	 	60	5.99	0	0	0	0	0	0	1	0	5	2620
2	1951	6	1	6	2	1	4	7	 	2	 	1	 	1	87	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	0	0	1	1	1	0	0	0	0	0	1	2	2	90	0	 	2	3	1	0	2	 	 	 	 	 	 	 	3	3	1	2	2	80	10	10	9	9	9	10	10	9	9	9	10	9	9	5	 	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	40	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	5	2	2	1	4	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	1	2	0	 	6	4	 	 	 	 	50	40	 	 	30	 	 	 	 	80	70	 	 	10.45	0	0	0	0	1	0	1	0	3	2621
1	1982	3	1	3	2	1	2	7	 	2	 	2	 	2	75	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	3	4	1	0	0	1	0	1	0	0	0	0	0	6	2	35	0	 	 	3	1	0	2	 	 	 	 	 	 	 	1	5	2	 	2	50	7	9	5	9	9	9	9	9	8	6	7	7	9	5	 	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	20	40	2	2	2	5	 	 	 	 	 	 	 	 	2	1	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	3	2	0	 	9	4	40	 	 	20	 	 	 	 	30	70	 	 	50	 	 	 	 	19.52	0	0	0	0	0	0	1	0	6	2622
2	1990	2	1	4	2	2	1	7	 	2	 	98	Great Uncle	1	91	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	1	1	0	1	0	0	1	0	0	0	0	1	2	30	1	1	4	9	2	0	2	 	 	 	 	 	 	 	3	1	1	1	2	75	7	8	8	8	7	7	8	7	7	10	8	7	6	8	 	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	10	50	1	2	1	4	 	 	 	 	 	 	 	 	1	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	4	 	 	 	 	 	 	 	 	2	3	0	 	3	5	10	 	 	50	 	 	 	 	30	40	 	 	80	 	 	 	 	22.45	0	0	0	0	1	0	1	0	4	2623
2	1967	4	1	7	2	1	2	7	 	2	 	1	 	1	87	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	4	1	0	0	0	0	0	0	0	0	1	0	2	2	120	0	 	 	2	2	0	2	 	 	 	 	 	 	 	1	2	1	2	2	90	9	10	9	10	9	5	10	10	10	10	9	10	5	5	 	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	1	1	2	5	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	1	2	0	 	2	5	 	 	 	 	5	5	 	 	30	 	 	 	 	35	35	 	 	8.64	1	1	0	0	0	0	1	0	3	2624
1	1996	1	1	4	2	1	1	7	 	2	 	2	 	1	91	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	1	0	0	0	0	1	1	0	0	0	0	4	1	30	0	 	2	1	3	0	2	 	 	 	 	 	 	 	3	4	1	1	2	90	6	8	7	7	10	10	10	10	8	9	8	8	10	5	 	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	50	50	 	 	 	 	1	2	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	8	2	 	 	 	 	 	 	 	 	6	3	0	 	1	5	 	50	 	 	 	 	 	50	30	 	80	 	 	 	 	 	80	6.32	0	0	1	0	1	0	1	0	3	2625
2	1990	2	1	3	2	1	2	7	 	2	 	2	 	2	69	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	4	0	0	0	0	0	0	0	1	0	0	0	3	2	45	0	 	2	 	 	0	2	 	 	 	 	 	 	 	2	1	1	1	2	70	8	9	10	7	8	10	8	9	10	10	10	10	8	8	 	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	40	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	5	1	2	1	5	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	2	1	2	6	9	3	 	 	 	 	20	40	 	 	30	 	 	 	 	50	70	 	 	9.76	0	0	0	0	0	0	1	0	7	2626
2	1992	2	1	5	2	1	2	7	 	2	 	2	 	2	91	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	1	0	0	1	0	1	0	0	0	0	0	2	2	5	0	 	3	0	0	0	2	 	 	 	 	 	 	 	3	5	2	 	2	60	7	8	8	8	9	9	3	7	6	8	7	7	3	2	 	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	10	40	2	1	1	5	 	 	 	 	 	 	 	 	 	 	 	 	2	2	3	 	 	 	 	 	 	 	 	 	 	 	1	5	 	 	 	 	 	 	 	 	1	2	3	1	1	4	10	 	 	 	40	 	 	 	30	40	 	 	 	70	 	 	 	14.24	0	0	0	0	0	0	1	0	7	2627
1	1988	2	1	2	2	1	2	7	 	2	 	2	 	2	88	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	3	5	1	1	1	0	0	0	0	1	0	0	0	4	2	35	0	 	1	8	2	0	2	 	 	 	 	 	 	 	3	3	2	 	2	80	10	9	9	9	9	7	10	9	10	8	8	10	10	5	 	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	30	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	4	2	2	2	5	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	6	3	2	7	1	4	 	 	 	 	30	30	 	 	30	 	 	 	 	60	60	 	 	7.7	0	0	0	0	0	0	1	0	5	2628
2	1994	1	1	4	2	3	1	7	 	2	 	98	Relative(Aunt)	2	48	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	4	3	0	0	0	0	0	0	1	0	0	0	0	3	4	30	 	3	 	 	 	1	2	 	 	 	 	 	 	 	4	5	2	 	2	90	8	9	8	9	10	8	9	9	9	10	8	10	10	5	 	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	10	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	4	2	1	2	4	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	6	2	0	 	2	5	 	 	 	 	20	10	 	 	30	 	 	 	 	50	40	 	 	8.81	0	0	0	0	0	0	1	0	5	2629
2	1974	3	1	4	1	1	2	7	 	2	 	2	 	2	75	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	1	0	0	1	0	0	0	1	0	0	1	7	2	10	0	 	2	3	0	0	1	0	0	0	0	1	0	0	1	1	1	1	2	95	10	10	10	10	10	10	10	10	10	10	10	10	10	5	 	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	40	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	5	1	1	1	5	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	1	1	1	13	9	3	 	 	 	 	30	40	 	 	30	 	 	 	 	60	70	 	 	11.27	0	0	0	0	0	0	1	0	7	2630
2	1978	3	1	6	2	1	2	7	 	2	 	99	 	 	 	 	98	Aunt	2	63	2	2	 	8:Family member in NH within last 6 mo long term	1	2	1	1	0	1	0	1	1	0	0	0	0	2	2	65	0	 	3	4	17	0	2	 	 	 	 	 	 	 	2	2	1	4	2	70	9	8	7	8	9	8	8	9	8	8	9	9	7	5	 	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	40	20	 	 	 	 	 	 	 	 	2	1	1	4	2	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	3	 	 	 	 	 	 	 	 	1	2	2	10	9	3	 	 	20	40	 	 	 	 	30	 	 	50	70	 	 	 	 	15.24	0	0	0	0	0	0	1	0	5	2631
2	1984	2	1	6	2	1	3	7	 	2	 	99	 	 	 	 	2	 	1	87	2	1	1	8A:hgroup=8 and died in NH	1	3	1	1	0	1	0	1	0	0	0	0	0	2	2	240	0	 	2	 	 	0	1	1	1	0	0	0	0	0	3	2	1	2	2	90	8	10	9	10	10	9	9	9	9	10	9	10	8	8	 	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	5	1	2	1	5	 	 	 	 	 	 	 	 	1	1	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	1	2	2	1	9	4	5	 	 	50	 	 	 	 	30	35	 	 	80	 	 	 	 	15.71	0	1	1	0	0	0	1	0	3	2632
1	1989	2	1	4	1	1	2	7	 	2	 	2	 	2	71	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	2	4	1	0	0	1	0	0	0	0	0	0	0	4	2	20	0	 	 	8	 	0	2	 	 	 	 	 	 	 	3	4	2	 	2	85	8	9	9	8	8	7	10	9	9	9	9	10	8	3	 	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	50	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	1	2	1	4	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	2	5	0	 	2	4	 	 	 	 	60	50	 	 	30	 	 	 	 	90	80	 	 	8.73	0	0	1	0	0	1	1	0	3	2633
2	1978	3	1	6	2	1	2	7	 	2	 	99	 	 	 	 	2	 	2	76	2	1	1	8A:hgroup=8 and died in NH	2	3	1	0	0	1	0	0	0	1	0	0	0	4	2	25	0	 	1	 	 	0	2	 	 	 	 	 	 	 	2	3	1	2	1	70	5	7	7	8	7	6	7	8	6	8	8	8	6	5	 	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	40	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	1	1	1	3	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	1	2	0	 	2	4	 	 	 	 	60	40	 	 	30	 	 	 	 	90	70	 	 	10.53	0	0	0	0	0	1	1	0	6	2634
1	1944	6	1	4	2	1	3	7	 	2	 	99	 	 	 	 	3	 	2	72	1	2	 	6:Family member in NH within last 6 mo short term	5	4	0	0	0	0	0	0	0	0	0	1	1	7	2	40	0	 	 	2	2	0	2	 	 	 	 	 	 	 	2	5	2	 	2	85	7	9	8	8	8	8	8	8	7	8	8	8	8	5	 	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	50	10	2	1	1	3	 	 	 	 	 	 	 	 	2	1	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	1	2	0	 	6	5	10	 	 	50	 	 	 	 	30	40	 	 	80	 	 	 	 	15.63	0	0	1	0	0	0	1	0	6	2635
2	1988	2	1	3	2	1	3	7	 	2	 	2	 	2	70	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	1	0	1	1	0	0	0	0	0	0	0	4	2	15	0	 	1	8	1	0	2	 	 	 	 	 	 	 	4	2	1	1	2	85	6	8	8	8	10	10	9	9	9	10	10	9	10	5	 	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	5	 	 	 	 	1	2	1	4	 	 	 	 	 	 	 	 	 	 	 	1	2	1	5	 	 	 	 	 	 	 	2	6	 	 	 	 	 	 	 	 	2	3	1	1	2	5	 	50	 	 	 	5	 	 	30	 	80	 	 	 	35	 	 	6.44	0	1	1	0	0	0	1	0	6	2636
2	1972	4	1	3	2	2	2	7	 	2	 	2	 	1	94	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	3	0	1	0	0	0	0	1	0	0	0	1	5	2	30	0	 	 	6	 	0	2	 	 	 	 	 	 	 	3	2	1	2	2	90	9	10	9	10	7	8	9	7	7	8	8	10	8	4	 	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	5	10	 	 	 	 	1	2	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	4	2	8	 	 	 	 	 	 	 	 	2	2	3	9	1	5	 	5	 	 	 	 	 	10	30	 	35	 	 	 	 	 	40	21.51	1	0	0	0	0	0	1	0	5	2637
2	1963	4	1	4	1	5	1	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	4	 	1	0	1	0	0	0	0	0	0	0	0	7	1	15	0	 	1	6	5	0	2	 	 	 	 	 	 	 	3	4	2	 	2	75	4	8	8	8	6	7	5	9	7	9	7	6	6	4	 	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	30	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	1	2	2	4	 	 	 	 	 	 	 	5	6	5	 	1	0	 	8	3	1	 	 	 	 	 	 	 	 	 	 	30	60	 	 	30	 	 	 	 	60	90	 	 	9.17	0	0	0	0	0	1	1	0	7	2638
2	1981	3	1	4	2	2	1	7	 	2	 	2	 	2	81	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	3	0	0	1	1	0	0	0	0	0	0	0	6	2	24	0	 	1	6	1	0	2	 	 	 	 	 	 	 	4	5	2	 	2	75	3	6	5	5	6	5	5	5	3	7	7	6	7	3	 	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	30	20	2	2	2	3	 	 	 	 	 	 	 	 	2	2	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	3	5	4	1	1	4	20	 	 	30	 	 	 	 	30	50	 	 	60	 	 	 	 	12.31	0	0	0	0	0	0	1	0	5	2639
2	1982	3	1	4	2	1	3	7	 	2	 	2	 	2	86	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	4	0	0	0	1	0	1	0	0	0	0	0	4	2	15	0	 	 	6	 	0	2	 	 	 	 	 	 	 	1	5	1	4	1	90	7	10	8	9	8	8	10	9	9	10	9	8	10	5	 	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	60	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	1	1	1	3	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	1	2	1	5	9	4	 	 	 	 	5	60	 	 	30	 	 	 	 	35	90	 	 	12.42	0	1	0	1	0	0	1	0	4	2640
2	1973	3	1	8	2	1	1	7	 	2	 	98	Aunt	2	58	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	5	5	1	0	0	0	0	0	0	0	0	0	1	7	2	5	0	 	 	 	3	0	2	 	 	 	 	 	 	 	2	5	2	 	2	90	5	10	10	10	10	10	10	10	6	10	9	10	10	3	 	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	5	2	2	1	4	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	4	2	0	 	7	4	 	 	 	 	60	5	 	 	30	 	 	 	 	90	35	 	 	8.41	1	0	0	0	0	1	1	0	6	2641
2	1969	4	1	4	2	1	4	7	 	2	 	99	 	 	 	 	1	 	1	84	1	1	1	6A:hgroup=6 and died in NH	4	4	0	0	0	0	0	1	0	0	0	0	0	4	2	45	0	 	 	1	2	0	2	 	 	 	 	 	 	 	2	4	2	 	1	35	4	4	5	8	6	5	4	4	6	4	8	6	6	5	 	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	40	30	 	 	 	 	2	1	1	5	 	 	 	 	 	 	 	 	 	 	 	2	2	1	5	 	 	 	 	 	 	 	2	6	 	 	 	 	 	 	 	 	1	3	0	 	9	3	 	40	 	 	 	30	 	 	30	 	70	 	 	 	60	 	 	7.78	0	0	0	0	0	0	1	0	2	2642
2	1980	3	1	4	2	2	3	7	 	2	 	99	 	 	 	 	2	 	1	85	2	1	1	8A:hgroup=8 and died in NH	5	5	1	1	0	1	0	0	0	0	0	0	0	3	2	240	0	 	1	0	0	0	2	 	 	 	 	 	 	 	3	4	2	 	2	80	10	10	9	8	8	9	10	10	8	10	10	9	10	8	 	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	30	20	1	2	2	5	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	 	 	 	 	 	 	 	 	 	 	 	1	5	 	 	 	 	 	 	 	 	1	2	2	12	1	5	30	 	 	 	20	 	 	 	30	60	 	 	 	50	 	 	 	11.49	0	0	0	0	0	0	1	0	5	2643
1	1974	3	1	5	2	2	5	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	5	 	1	0	0	0	0	1	1	0	0	0	0	7	2	20	0	 	1	6	1	0	2	 	 	 	 	 	 	 	2	5	2	 	1	100	10	10	10	10	10	10	10	10	10	10	10	10	10	2	 	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	10	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	5	2	1	1	5	 	 	 	 	 	 	 	5	6	98	Aunt	8	6	3	1	4	5	 	 	 	 	 	 	 	 	 	 	10	5	 	 	30	 	 	 	 	40	35	 	 	7.62	0	1	0	0	0	0	1	0	3	2644
2	1960	5	1	5	2	1	2	7	 	2	 	98	mother in law	2	80	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	3	1	1	0	0	0	0	0	0	0	0	0	2	2	15	0	 	 	4	3	0	2	 	 	 	 	 	 	 	2	1	1	2	2	80	6	8	8	8	7	8	10	7	8	8	8	10	9	5	 	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	20	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	4	2	2	1	4	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	1	2	0	 	3	2	 	 	 	 	10	20	 	 	30	 	 	 	 	40	50	 	 	10.3	0	0	0	0	0	0	1	0	9	2645
2	1976	3	1	5	2	2	4	7	 	2	 	1	 	2	73	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	4	0	0	0	0	0	0	0	1	0	0	0	4	2	30	1	1	1	2	0	0	2	 	 	 	 	 	 	 	3	5	2	 	2	65	9	8	7	8	7	8	10	7	7	9	8	10	7	6	 	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	40	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	2	2	1	4	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	1	2	2	16	3	4	 	 	 	 	30	40	 	 	30	 	 	 	 	60	70	 	 	6.9	0	0	0	0	0	0	1	0	5	2646
1	1958	5	1	6	2	1	5	7	 	2	 	1	 	1	93	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	3	0	0	0	1	0	0	1	0	0	0	0	5	2	30	0	 	 	3	1	0	2	 	 	 	 	 	 	 	4	4	2	 	2	70	6	7	7	7	7	8	7	7	7	8	7	7	7	3	 	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	50	 	 	 	 	2	2	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	3	8	2	 	 	 	 	 	 	 	 	1	2	0	 	1	4	 	50	 	 	 	 	 	5	30	 	80	 	 	 	 	 	35	5.16	1	0	0	0	1	0	1	0	9	2647
2	1997	1	1	4	1	5	1	7	 	2	 	2	 	1	72	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	3	4	1	0	1	0	0	0	0	0	0	0	0	4	2	35	0	 	1	2	1	0	2	 	 	 	 	 	 	 	3	5	1	1	2	90	8	10	9	9	9	9	10	9	8	10	9	10	10	8	 	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	10	5	1	2	1	4	 	 	 	 	 	 	 	 	1	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	2	5	3	16	8	5	5	 	 	10	 	 	 	 	30	35	 	 	40	 	 	 	 	11.8	0	1	0	0	0	0	1	0	9	2648
